mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_bootstrap;param_max_depth;param_max_features;param_min_samples_leaf;param_min_samples_split;param_n_estimators;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
10.591383123397828;0.039910650451468396;0.4192350387573242;0.0038329276520752786;True;10;sqrt;4;2;300;{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300};0.6737092392010892;0.6729352150451597;0.6794699308449588;0.678824300954928;0.6713451141816025;0.6752567600455477;0.0032730267839689805;153
3.5339927673339844;0.025008067799143947;0.1416921615600586;0.0009063339586626006;True;10;sqrt;4;5;100;{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100};0.6728246133660859;0.6728815418520684;0.6791166998132443;0.6761315984005498;0.6704842291775162;0.6742877365218929;0.003010099467925034;161
7.085967636108398;0.046546019556018677;0.28717541694641113;0.008088556507014764;True;10;sqrt;4;5;200;{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200};0.6747395696450786;0.6725842867866303;0.6794834332000019;0.6783178611134446;0.6707407433057052;0.6751731788101722;0.003316750910527732;155
10.619172382354737;0.040964185983758464;0.42117977142333984;0.004451488705296928;True;10;sqrt;4;5;300;{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 300};0.6753867696306975;0.672314916951005;0.6795700946431805;0.6782160423568611;0.6707234131721834;0.6752422473507854;0.0033640371941173093;154
3.526116371154785;0.03468760952920359;0.14079594612121582;0.001231594411949153;True;10;sqrt;4;10;100;{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100};0.6745313360026359;0.670105853838847;0.6800724236016921;0.6768326605876291;0.6700804777382755;0.674324550353816;0.003877653330935029;160
7.086079263687134;0.050741525577371736;0.28247694969177245;0.0038281111832107156;True;10;sqrt;4;10;200;{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200};0.6742608311163361;0.6714873017470625;0.6789298842863067;0.6782142863251017;0.6707884438876438;0.6747361494724903;0.0033481387701662685;159
10.614741230010987;0.023365270208759285;0.4151457786560059;0.006071102185842185;True;10;sqrt;4;10;300;{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 300};0.6740439320537803;0.6714609974371651;0.680045074537813;0.6784263184583087;0.6704259572614859;0.6748804559497106;0.003781043596715921;158
0.003918075561523437;0.00035499610850643507;0.0;0.0;True;20;auto;1;2;100;{'bootstrap': True, 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};;;;;;;;163
0.003378438949584961;4.12970711428368e-05;0.0;0.0;True;20;auto;1;2;200;{'bootstrap': True, 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200};;;;;;;;163
0.003364706039428711;3.927430689257704e-05;0.0;0.0;True;20;auto;1;2;300;{'bootstrap': True, 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300};;;;;;;;163
