mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_algorithm;param_leaf_size;param_n_neighbors;param_weights;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0.021211719512939452;0.0011477360112730549;1.3201101303100586;0.5680183325011284;brute;20;7;uniform;{'algorithm': 'brute', 'leaf_size': 20, 'n_neighbors': 7, 'weights': 'uniform'};0.4213857041070682;0.4289134955611732;0.43785742434566155;0.4352009378059034;0.42466634381653035;0.42960478112726735;0.006194228854859751;22
0.02006640434265137;0.000962334916608522;1.1944736957550048;0.5740944132950732;brute;20;7;distance;{'algorithm': 'brute', 'leaf_size': 20, 'n_neighbors': 7, 'weights': 'distance'};0.4238391021827883;0.43024223521032756;0.4407488833619212;0.43646849915013197;0.427474612208956;0.431754666422825;0.006105384947943859;10
0.021468544006347658;0.0011650802205226346;1.651391077041626;0.4614850612161882;brute;20;9;uniform;{'algorithm': 'brute', 'leaf_size': 20, 'n_neighbors': 9, 'weights': 'uniform'};0.4085256783191743;0.42538304094786994;0.4289557047684568;0.428510644885457;0.41830987419339316;0.4219369886228702;0.007711936368567115;67
0.01943669319152832;0.0007686574553627068;1.1748373985290528;0.36644494141211514;brute;20;9;distance;{'algorithm': 'brute', 'leaf_size': 20, 'n_neighbors': 9, 'weights': 'distance'};0.41573295836166635;0.4298569102389882;0.4351959293131271;0.43358562731150563;0.4245921715874723;0.4277927193625519;0.007047091960670827;43
0.021183300018310546;0.0013396362227060192;0.8777528762817383;0.4522351939428208;brute;30;3;uniform;{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 3, 'weights': 'uniform'};0.3661288329023833;0.3759788586788332;0.3883370969212765;0.3732478360734286;0.3583782934288928;0.37241418360096284;0.010034469590251456;78
0.020425891876220702;0.0007440618966123423;1.3123486518859864;0.6613735492543682;brute;30;3;distance;{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 3, 'weights': 'distance'};0.35747940808316747;0.3654999306287997;0.3796172175781177;0.36365294811609505;0.35087246391460525;0.363424393664157;0.009586046433577225;90
0.02031083106994629;0.0002144047471827995;1.6489766597747804;1.132595682756423;brute;30;5;uniform;{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 5, 'weights': 'uniform'};0.4197087915916198;0.4296233514850746;0.4367753959728541;0.4324486065360065;0.4265608507850889;0.4290233992741287;0.00574476286019214;32
0.019816875457763672;0.00029123268112426435;1.8946131229400636;1.3104299077916692;brute;30;5;distance;{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 5, 'weights': 'distance'};0.4169253130845343;0.425360174269535;0.4342857456804129;0.42856609319637395;0.4238862816338229;0.42580472157293575;0.005696926756825619;56
0.022193193435668945;0.0005648009833022223;1.6110148906707764;0.49721842294964386;brute;30;7;uniform;{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 7, 'weights': 'uniform'};0.4213857041070682;0.4289134955611732;0.43785742434566155;0.4352009378059034;0.42466634381653035;0.42960478112726735;0.006194228854859751;22
0.020780467987060548;0.0011590566600287885;1.648522186279297;1.0245328633807254;brute;30;7;distance;{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 7, 'weights': 'distance'};0.4238391021827883;0.43024223521032756;0.4407488833619212;0.43646849915013197;0.427474612208956;0.431754666422825;0.006105384947943859;10
0.02053823471069336;0.0005556795916891986;0.8488680839538574;0.44475835074147174;brute;30;9;uniform;{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 9, 'weights': 'uniform'};0.4085256783191743;0.42538304094786994;0.4289557047684568;0.428510644885457;0.41830987419339316;0.4219369886228702;0.007711936368567115;67
0.01885247230529785;0.0002699541884614865;1.5058247089385985;0.5153992680426099;brute;30;9;distance;{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 9, 'weights': 'distance'};0.41573295836166635;0.4298569102389882;0.4351959293131271;0.43358562731150563;0.4245921715874723;0.4277927193625519;0.007047091960670827;43
